Temperature (*C), Pressure (hPa), Approx. Altitude (meters), Time(s), Motion,Corrected Time (s)
-26.46,315.97,8820.75,3648,1,1349
-26.59,315.62,8828.23,3649,0,1350
-26.7,315.28,8835.2,3650,0,1351
-26.84,314.96,8842.32,3651,1,1352
-27.01,314.61,8850.39,3652,1,1353
-27.06,314.24,8858.02,3653,1,1354
-26.99,313.88,8865.68,3654,1,1355
-26.99,313.53,8873.09,3655,1,1356
-27.02,313.18,8881,3656,0,1357
-27.05,312.8,8888.74,3657,0,1358
-27.08,312.45,8896.05,3658,0,1359
-27.09,312.13,8902.95,3659,0,1360
-27.11,311.81,8910.07,3660,0,1361
-27.12,311.48,8917.05,3661,1,1362
-27.12,311.16,8924.33,3662,1,1363
-27.11,310.82,8931.43,3663,1,1364
-27.13,310.49,8938.76,3664,1,1365
-27.13,310.15,8946.48,3665,1,1366
-27.14,309.78,8954.44,3666,0,1367
-27.16,309.41,8961.8,3667,0,1368
-27.24,309.11,8968.88,3668,1,1369
-27.29,308.76,8975.8,3669,1,1370
-27.3,308.47,8982.48,3670,1,1371
-27.32,308.15,8989.17,3671,0,1372
-27.32,307.86,8995.9,3672,0,1373
-27.32,307.54,9002.72,3673,1,1374
-27.32,307.22,9010.29,3674,1,1375
-27.33,306.86,9018.41,3675,1,1376
-27.35,306.49,9025.77,3676,0,1377
-27.36,306.17,9032.76,3677,0,1378
-27.38,305.87,9039.35,3678,0,1379
-27.39,305.56,9046.05,3679,0,1380
-27.41,305.26,9053.26,3680,1,1381
-27.48,304.91,9060.79,3681,1,1382
-27.5,304.57,9068.54,3682,1,1383
-27.51,304.21,9075.58,3683,1,1384
-27.59,303.92,9082.12,3684,0,1385
-27.73,303.61,9089.21,3685,0,1386
-27.75,303.3,9096,3686,0,1387
-27.78,302.98,9103.31,3687,0,1388
-27.81,302.64,9110.27,3688,1,1389
-27.84,302.35,9116.54,3689,1,1390
-27.94,302.06,9123.36,3690,1,1391
-27.96,301.75,9130.77,3691,1,1392
-27.97,301.41,9138.28,3692,0,1393
-27.98,301.08,9145.38,3693,0,1394
-27.99,300.75,9152.49,3694,0,1395
-28.12,300.44,9159.31,3695,0,1396
-28.16,300.14,9165.79,3696,1,1397
-28.18,299.86,9172.49,3697,1,1398
-28.21,299.54,9181.76,3698,1,1399
-28.21,299.06,9189.16,3699,1,1400
-28.24,298.83,9194.59,3700,1,1401
-28.39,298.57,9200.97,3701,0,1402
-28.5,298.27,9207.68,3702,0,1403
-28.56,297.98,9214.3,3703,0,1404
-28.6,297.69,9220.75,3704,0,1405
-28.62,297.39,9227.3,3705,1,1406
-28.68,297.12,9233.62,3706,1,1407
-28.84,296.82,9240.98,3707,1,1408
-28.91,296.47,9248.75,3708,1,1409
-28.94,296.14,9256.11,3709,0,1410
-28.96,295.81,9263.63,3710,0,1411
-28.98,295.48,9270.23,3711,0,1412
-29.06,295.21,9275.83,3712,0,1413
-29.19,294.98,9280.86,3713,0,1414
-29.34,294.76,9286.25,3714,1,1415
-29.51,294.5,9292.85,3715,1,1416
-29.56,294.2,9300,3716,0,1417
-29.6,293.87,9307.55,3717,0,1418
-29.63,293.54,9314.97,3718,1,1419
-29.64,293.2,9322.66,3719,1,1420
-29.67,292.86,9330.27,3720,0,1421
-29.7,292.53,9337.76,3721,0,1422
-29.76,292.2,9345.8,3722,0,1423
-29.83,291.84,9353.96,3723,0,1424
-29.86,291.49,9361.71,3724,1,1425
-29.97,291.16,9369.7,3725,1,1426
-30.05,290.79,9376.81,3726,1,1427
-30.11,290.52,9383.04,3727,1,1428
-30.21,290.25,9392.27,3728,1,1429
-30.25,289.74,9400.1,3729,1,1430
-30.26,289.53,9405.81,3730,0,1431
-30.28,289.27,9411.86,3731,0,1432
-30.3,288.99,9418.51,3732,0,1433
-30.3,288.69,9425.5,3733,0,1434
-30.31,288.39,9432.53,3734,1,1435
-30.36,288.08,9439.81,3735,1,1436
-30.43,287.77,9446.74,3736,1,1437
-30.45,287.47,9453.55,3737,1,1438
-30.46,287.18,9460.55,3738,1,1439
-30.47,286.87,9467.89,3739,1,1440
-30.55,286.54,9476.05,3740,0,1441
-30.55,286.18,9484.01,3741,0,1442
-30.55,285.85,9491.61,3742,0,1443
-30.56,285.51,9499.18,3743,1,1444
-30.64,285.2,9506.45,3744,1,1445
-30.7,284.87,9513.65,3745,0,1446
-30.75,284.58,9520.62,3746,0,1447
-30.78,284.29,9527.24,3747,1,1448
-30.8,284.01,9533.45,3748,1,1449
-30.9,283.74,9540.25,3749,0,1450
-30.99,283.44,9547.12,3750,0,1451
-31.01,283.14,9553.73,3751,0,1452
-31.02,282.88,9559.69,3752,1,1453
-31.02,282.63,9565.81,3753,1,1454
-31.1,282.36,9571.87,3754,1,1455
-31.12,282.11,9577.69,3755,1,1456
-31.13,281.86,9584,3756,1,1457
-31.16,281.58,9590.47,3757,1,1458
-31.21,281.3,9597.28,3758,1,1459
-31.22,281.01,9604.3,3759,1,1460
-31.23,280.7,9611.2,3760,1,1461
-31.25,280.42,9618.24,3761,1,1462
-31.27,280.12,9625.11,3762,1,1463
-31.28,279.83,9631.94,3763,1,1464
-31.37,279.53,9638.99,3764,1,1465
-31.43,279.24,9645.81,3765,1,1466
-31.45,278.95,9652.35,3766,1,1467
-31.5,278.69,9659.13,3767,0,1468
-31.53,278.38,9666.53,3768,0,1469
-31.55,278.06,9674.43,3769,0,1470
-31.57,277.73,9681.35,3770,1,1471
-31.69,277.46,9688.2,3771,1,1472
-31.73,277.16,9696.52,3772,1,1473
-31.73,276.78,9704.58,3773,1,1474
-31.74,276.46,9712.9,3774,0,1475
-31.75,276.08,9721.9,3775,0,1476
-31.73,275.72,9730.31,3776,0,1477
-31.75,275.38,9738.5,3777,1,1478
-31.77,275.03,9746.35,3778,1,1479
-31.9,274.72,9753.18,3779,1,1480
-32.06,274.44,9759.74,3780,1,1481
-32.1,274.17,9766.01,3781,1,1482
-32.12,273.92,9771.85,3782,1,1483
-32.13,273.69,9777.31,3783,0,1484
-32.21,273.47,9782.84,3784,0,1485
-32.32,273.24,9788.1,3785,1,1486
-32.37,273.02,9793.73,3786,1,1487
-32.39,272.77,9799.91,3787,1,1488
-32.41,272.52,9805.68,3788,0,1489
-32.44,272.28,9811.86,3789,0,1490
-32.56,272.02,9817.45,3790,0,1491
-32.59,271.8,9823.44,3791,0,1492
-32.61,271.53,9830.27,3792,1,1493
-32.64,271.24,9837.17,3793,1,1494
-32.65,270.96,9843.55,3794,0,1495
-32.68,270.71,9849.77,3795,0,1496
-32.7,270.44,9856.53,3796,0,1497
-32.72,270.17,9863.59,3797,0,1498
-32.73,269.85,9871.76,3798,1,1499
-32.73,269.5,9880.13,3799,1,1500
-32.76,269.17,9888.28,3800,1,1501
-32.78,268.82,9897.83,3801,1,1502
-32.69,268.41,9905.76,3802,1,1503
-32.72,268.15,9912.4,3803,1,1504
-32.9,267.86,9919.58,3804,1,1505
-32.95,267.57,9926.55,3805,0,1506
-32.97,267.29,9933.58,3806,0,1507
-33,266.99,9940.59,3807,1,1508
-33.03,266.72,9947.15,3808,1,1509
-33.09,266.46,9953.39,3809,0,1510
-33.2,266.21,9959.18,3810,0,1511
-33.26,265.98,9964.26,3811,1,1512
-33.37,265.78,9969.34,3812,1,1513
-33.49,265.58,9974.67,3813,0,1514
-33.62,265.35,9981.22,3814,0,1515
-33.67,265.05,9988.38,3815,1,1516
-33.7,264.77,9995.05,3816,1,1517
-33.68,264.51,10001.66,3817,0,1518
-33.68,264.24,10008.88,3818,0,1519
-33.7,263.94,10016.47,3819,1,1520
-33.71,263.62,10024.42,3820,1,1521
-33.73,263.3,10032.35,3821,1,1522
-33.78,262.97,10041.46,3822,1,1523
-33.82,262.59,10050.38,3823,1,1524
-33.84,262.24,10059.18,3824,1,1525
-33.85,261.89,10068.04,3825,1,1526
-33.87,261.53,10076.02,3826,1,1527
-33.93,261.23,10082.75,3827,1,1528
-33.99,260.98,10088.77,3828,0,1529
-34.01,260.75,10094.71,3829,0,1530
-34.03,260.52,10100.37,3830,1,1531
-34.13,260.27,10106.96,3831,1,1532
-34.16,260.01,10113.64,3832,1,1533
-34.27,259.72,10121.41,3833,1,1534
-34.3,259.41,10128.65,3834,1,1535
-34.34,259.13,10135.64,3835,1,1536
-34.37,258.85,10142.95,3836,1,1537
-34.4,258.56,10150.26,3837,0,1538
-34.43,258.27,10157.5,3838,0,1539
-34.51,257.98,10165.12,3839,0,1540
-34.58,257.68,10172.69,3840,1,1541
-34.66,257.39,10180.31,3841,1,1542
-34.71,257.07,10187.91,3842,1,1543
-34.71,256.78,10194.82,3843,1,1544
-34.74,256.5,10202.35,3844,1,1545
-34.79,256.2,10210.14,3845,1,1546
-34.82,255.89,10217.72,3846,1,1547
-34.85,255.59,10225.57,3847,1,1548
-34.88,255.29,10232.94,3848,1,1549
-34.9,255,10239.66,3849,0,1550
-34.91,254.77,10245.63,3850,0,1551
-34.95,254.53,10251.84,3851,0,1552
-34.98,254.28,10258.27,3852,1,1553
-35,254.02,10264.54,3853,1,1554
-35,253.78,10270.26,3854,0,1555
-35.01,253.58,10275.54,3855,0,1556
-35.03,253.37,10281.16,3856,1,1557
-35.05,253.14,10286.94,3857,1,1558
-35.08,252.91,10293.06,3858,1,1559
-35.11,252.67,10299.16,3859,1,1560
-35.15,252.44,10304.58,3860,1,1561
-35.19,252.24,10309.45,3861,1,1562
-35.21,252.05,10314.47,3862,1,1563
-35.22,251.85,10319.84,3863,0,1564
-35.22,251.64,10325.4,3864,0,1565
-35.24,251.42,10330.33,3865,1,1566
-35.38,251.24,10335.07,3866,1,1567
-35.52,251.06,10339.88,3867,1,1568
-35.62,250.88,10344.74,3868,1,1569
-35.69,250.69,10349.55,3869,0,1570
-35.71,250.5,10354.63,3870,0,1571
-35.73,250.29,10359.9,3871,1,1572
-35.81,250.1,10365.32,3872,1,1573
-35.94,249.88,10370.76,3873,1,1574
-35.98,249.67,10376.67,3874,0,1575
-36.01,249.43,10382.74,3875,0,1576
-36.05,249.19,10388.72,3876,1,1577
-36.08,248.96,10394.92,3877,1,1578
-36.1,248.73,10400.76,3878,1,1579
-36.11,248.5,10407.18,3879,0,1580
-36.14,248.25,10413.62,3880,0,1581
-36.19,248,10420.27,3881,0,1582
-36.26,247.74,10427.35,3882,1,1583
-36.28,247.45,10435.24,3883,1,1584
-36.31,247.14,10443.3,3884,1,1585
-36.35,246.83,10451.19,3885,1,1586
-36.36,246.54,10458.36,3886,1,1587
-36.45,246.28,10465.68,3887,1,1588
-36.53,245.97,10473.33,3888,1,1589
-36.56,245.7,10480.24,3889,1,1590
-36.59,245.44,10486.82,3890,0,1591
-36.62,245.2,10492.49,3891,0,1592
-36.64,244.99,10498.46,3892,0,1593
-36.65,244.76,10504.83,3893,1,1594
-36.66,244.52,10511.13,3894,1,1595
-36.68,244.28,10517.62,3895,1,1596
-36.7,244.02,10524.86,3896,0,1597
-36.71,243.73,10533.28,3897,0,1598
-36.72,243.39,10542.23,3898,0,1599
-36.72,243.06,10550.87,3899,0,1600
-36.72,242.73,10559.41,3900,0,1601
-36.74,242.42,10566.91,3901,0,1602
-36.88,242.15,10574.02,3902,1,1603
-37,241.89,10581.07,3903,1,1604
-37.03,241.61,10588.72,3904,0,1605
-37.05,241.32,10597.23,3905,0,1606
-37.08,240.99,10605.76,3906,0,1607
-37.15,240.67,10614.1,3907,1,1608
-37.26,240.36,10622.73,3908,1,1609
-37.52,240.03,10630.86,3909,0,1610
-37.6,239.72,10640.47,3910,0,1611
-37.56,239.32,10649.69,3911,0,1612
-37.43,239.05,10656.35,3912,0,1613
-37.42,238.82,10662.3,3913,0,1614
-37.44,238.6,10673.53,3914,0,1615
-37.43,238.14,10679.49,3915,0,1616
-37.43,237.98,10684.44,3916,0,1617
-37.53,237.79,10690.84,3917,0,1618
-37.62,237.52,10698.2,3918,0,1619
-37.68,237.24,10704.93,3919,0,1620
-37.69,237,10711.79,3920,0,1621
-37.76,236.74,10719.06,3921,0,1622
-37.92,236.47,10728,3922,0,1623
-37.95,236.09,10736.81,3923,0,1624
-37.97,235.8,10744.2,3924,1,1625
-38.1,235.55,10751.18,3925,1,1626
-38.19,235.29,10757.94,3926,1,1627
-38.33,235.04,10764.4,3927,1,1628
-38.37,234.82,10769.87,3928,0,1629
-38.41,234.63,10775.16,3929,0,1630
-38.44,234.43,10780.49,3930,1,1631
-38.51,234.24,10786.48,3931,0,1632
-38.65,234,10793.08,3932,0,1633
-38.7,233.75,10800.11,3933,0,1634
-38.72,233.48,10808.32,3934,0,1635
-38.73,233.17,10816.42,3935,0,1636
-38.76,232.89,10823.66,3936,0,1637
-38.89,232.63,10830.54,3937,0,1638
-39.04,232.38,10837.06,3938,0,1639
-39.16,232.15,10843.5,3939,0,1640
-39.2,231.91,10850.46,3940,0,1641
-39.21,231.65,10857.92,3941,0,1642
-39.22,231.37,10866.01,3942,0,1643
-39.22,231.07,10874.85,3943,0,1644
-39.24,230.74,10884.35,3944,0,1645
-39.25,230.38,10894.35,3945,0,1646
-39.26,230.02,10903.49,3946,0,1647
-39.27,229.71,10911.79,3947,0,1648
-39.29,229.42,10919.33,3948,0,1649
-39.3,229.17,10926.01,3949,0,1650
-39.31,228.93,10932.28,3950,0,1651
-39.31,228.71,10937.56,3951,0,1652
-39.41,228.54,10942.63,3952,0,1653
-39.49,228.35,10946.99,3953,0,1654
-39.52,228.21,10951.61,3954,0,1655
-39.53,228.05,10957.06,3955,0,1656
-39.52,227.83,10962.32,3956,0,1657
-39.51,227.64,10968.16,3957,0,1658
-39.51,227.42,10974.48,3958,0,1659
-39.5,227.19,10981.13,3959,0,1660
-39.5,226.94,10988.03,3960,0,1661
-39.5,226.7,10994.48,3961,0,1662
-39.51,226.48,11000.58,3962,0,1663
-39.51,226.27,11006.34,3963,0,1664
-39.55,226.06,11012.33,3964,0,1665
-39.58,225.84,11018.01,3965,0,1666
-39.64,225.65,11023.61,3966,0,1667
-39.75,225.45,11029,3967,0,1668
-39.81,225.27,11033.99,3968,0,1669
-39.85,225.09,11039.11,3969,0,1670
-39.87,224.9,11044.56,3970,0,1671
-39.89,224.71,11050.18,3971,0,1672
-39.92,224.5,11056.14,3972,0,1673
-39.94,224.28,11063.34,3973,0,1674
-39.95,223.98,11070.85,3974,0,1675
-39.96,223.77,11077.59,3975,0,1676
-39.97,223.51,11084.9,3976,0,1677
-40,223.25,11091.65,3977,0,1678
-40.04,223.03,11097.52,3978,0,1679
-40.09,222.83,11103.26,3979,0,1680
-40.12,222.63,11111.72,3980,0,1681
-40.11,222.26,11118.2,3981,0,1682
-40.14,222.14,11121.43,3982,0,1683
-40.15,222.03,11124.51,3983,0,1684
-40.16,221.92,11128,3984,0,1685
-40.16,221.79,11131.56,3985,0,1686
-40.16,221.67,11136.14,3986,0,1687
-40.18,221.48,11141.34,3987,0,1688
-40.21,221.31,11146.54,3988,0,1689
-40.29,221.11,11152.67,3989,0,1690
-40.36,220.88,11159.07,3990,0,1691
-40.39,220.67,11165.07,3991,0,1692
-40.4,220.46,11171.53,3992,0,1693
-40.41,220.22,11177.48,3993,0,1694
-40.4,220.03,11183.18,3994,0,1695
-40.37,219.83,11188.71,3995,0,1696
-40.37,219.65,11194.97,3996,0,1697
-40.36,219.39,11202.77,3997,0,1698
-40.37,219.12,11211.68,3998,0,1699
-40.42,218.78,11220.43,3999,0,1700
-40.44,218.5,11228.41,4000,0,1701
-40.45,218.23,11236.92,4001,0,1702
-40.45,217.86,11245.38,4002,0,1703
-40.44,217.68,11249.95,4003,0,1704
-40.46,217.53,11254.57,4004,0,1705
-40.54,217.37,11259.32,4005,0,1706
-40.55,217.21,11264,4006,0,1707
-40.58,217.04,11269.55,4007,0,1708
-40.6,216.83,11276.2,4008,0,1709
-40.62,216.59,11283.8,4009,0,1710
-40.64,216.31,11291.7,4010,0,1711
-40.54,216.05,11299.04,4011,0,1712
-40.54,215.8,11306.11,4012,0,1713
-40.58,215.56,11312.61,4013,0,1714
-40.61,215.34,11318.48,4014,0,1715
-40.69,215.17,11323.29,4015,0,1716
-40.78,215,11328.62,4016,0,1717
-40.82,214.8,11335.05,4017,0,1718
-40.84,214.57,11342.49,4018,0,1719
-40.86,214.31,11350.39,4019,0,1720
-40.86,214.02,11359.2,4020,0,1721
-40.86,213.72,11368.43,4021,0,1722
-40.92,213.39,11377.16,4022,0,1723
-40.97,213.12,11384.74,4023,0,1724
-41.02,212.87,11392,4024,0,1725
-41.18,212.63,11399.86,4025,0,1726
-41.25,212.35,11408.12,4026,0,1727
-41.36,212.06,11417.09,4027,0,1728
-41.41,211.75,11426.25,4028,0,1729
-41.43,211.43,11436.01,4029,0,1730
-41.44,211.1,11444.96,4030,0,1731
-41.48,210.82,11453.02,4031,0,1732
-41.56,210.55,11460.72,4032,0,1733
-41.6,210.31,11466.83,4033,0,1734
-41.65,210.12,11472.37,4034,0,1735
-41.7,209.94,11478.11,4035,0,1736
-41.71,209.75,11484.49,4036,0,1737
-41.71,209.51,11491.6,4037,0,1738
-41.73,209.26,11499.19,4038,0,1739
-41.73,209,11507.68,4039,0,1740
-41.75,208.7,11515.96,4040,0,1741
-41.77,208.44,11523,4041,0,1742
-41.84,208.23,11529.81,4042,0,1743
-41.93,207.99,11537.01,4043,0,1744
-41.98,207.76,11543.84,4044,0,1745
-42.02,207.53,11550.44,4045,0,1746
-42.11,207.32,11557.68,4046,0,1747
-42.06,207.05,11566.09,4047,0,1748
-42.07,206.77,11575.31,4048,0,1749
-42.11,206.44,11585.11,4049,0,1750
-42.12,206.12,11594.16,4050,0,1751
-42.13,205.84,11601.85,4051,0,1752
-42.25,205.59,11609.08,4052,0,1753
-42.3,205.37,11619.11,4053,0,1754
-42.33,204.95,11627.5,4054,0,1755
-42.38,204.79,11632.74,4055,0,1756
-42.4,204.61,11638.89,4056,0,1757
-42.42,204.4,11646.05,4057,0,1758
-42.45,204.16,11653.3,4058,0,1759
-42.48,203.91,11660.01,4059,0,1760
-42.61,203.7,11666.64,4060,0,1761
-42.72,203.48,11673.83,4061,0,1762
-42.78,203.24,11681.65,4062,0,1763
-42.81,202.97,11689.33,4063,0,1764
-42.85,202.73,11697.15,4064,0,1765
-42.89,202.46,11705.72,4065,0,1766
-42.9,202.17,11712.76,4066,0,1767
-42.97,201.99,11718.67,4067,0,1768
-43.05,201.79,11724.55,4068,0,1769
-43.09,201.62,11729.92,4069,0,1770
-43.11,201.43,11736.46,4070,0,1771
-43.12,201.2,11742.99,4071,0,1772
-43.16,201.01,11749.45,4072,0,1773
-43.23,200.78,11756.09,4073,0,1774
-43.25,200.57,11762.64,4074,0,1775
-43.29,200.36,11768.61,4075,0,1776
-43.36,200.18,11774.54,4076,0,1777
-43.39,199.98,11780.88,4077,0,1778
-43.4,199.77,11788.57,4078,0,1779
-43.4,199.5,11796.77,4079,0,1780
-43.41,199.23,11804.88,4080,0,1781
-43.45,198.98,11812.17,4081,0,1782
-43.52,198.76,11819.65,4082,0,1783
-43.56,198.51,11827.33,4083,0,1784
-43.57,198.26,11834.77,4084,0,1785
-43.57,198.03,11843.19,4085,0,1786
-43.56,197.72,11852.46,4086,0,1787
-43.56,197.44,11860.53,4087,0,1788
-43.57,197.2,11867.67,4088,0,1789
-43.63,196.98,11874.44,4089,0,1790
-43.66,196.79,11880.94,4090,0,1791
-43.66,196.55,11886.55,4091,0,1792
-43.69,196.43,11891.11,4092,0,1793
-43.72,196.25,11896.65,4093,0,1794
-43.72,196.08,11902.9,4094,0,1795
-43.71,195.88,11908.69,4095,0,1796
-43.7,195.69,11914.88,4096,0,1797
-43.74,195.49,11921.69,4097,0,1798
-43.74,195.26,11929.15,4098,0,1799
-43.71,195.03,11935.56,4099,0,1800
-43.76,194.83,11942.11,4100,0,1801
-43.81,194.62,11948.95,4101,0,1802
-43.83,194.4,11956.88,4102,0,1803
-43.81,194.13,11965.19,4103,0,1804
-43.8,193.87,11973.38,4104,0,1805
-43.8,193.62,11983.67,4105,0,1806
-43.77,193.26,11991.83,4106,0,1807
-43.74,193.06,11997.71,4107,0,1808
-43.73,192.89,12002.84,4108,0,1809
-43.74,192.74,12007.59,4109,0,1810
-43.72,192.59,12012.41,4110,0,1811
-43.7,192.44,12017.73,4111,0,1812
-43.69,192.26,12023.95,4112,0,1813
-43.68,192.06,12031.01,4113,0,1814
-43.66,191.81,12039.31,4114,0,1815
-43.65,191.56,12047.58,4115,0,1816
-43.63,191.29,12056.86,4116,0,1817
-43.63,190.99,12069.81,4117,0,1818
-43.59,190.51,12079.21,4118,0,1819
-43.52,190.34,12085.05,4119,0,1820
-43.5,190.17,12089.67,4120,0,1821
-43.5,190.04,12093.73,4121,0,1822
-43.49,189.91,12097.69,4122,0,1823
-43.48,189.8,12101.69,4123,0,1824
-43.47,189.67,12106.45,4124,0,1825
-43.46,189.51,12112,4125,0,1826
-43.45,189.33,12117.47,4126,0,1827
-43.47,189.18,12122.89,4127,0,1828
-43.54,188.99,12129.67,4128,0,1829
-43.57,188.77,12136.83,4129,0,1830
-43.56,188.54,12144.6,4130,0,1831
-43.55,188.29,12152.4,4131,0,1832
-43.54,188.06,12159.29,4132,0,1833
-43.57,187.86,12166.17,4133,0,1834
-43.61,187.64,12172.81,4134,0,1835
-43.65,187.46,12177.99,4135,0,1836
-43.66,187.31,12182.65,4136,0,1837
-43.66,187.17,12187.66,4137,0,1838
-43.65,187.02,12192.62,4138,0,1839
-43.67,186.86,12198.33,4139,0,1840
-43.67,186.68,12204.95,4140,0,1841
-43.67,186.45,12212.61,4141,0,1842
-43.65,186.22,12221.37,4142,0,1843
-43.64,185.94,12229.85,4143,0,1844
-43.65,185.68,12238.48,4144,0,1845
-43.63,185.42,12247.58,4145,0,1846
-43.63,185.14,12256.35,4146,0,1847
-43.67,184.88,12263.67,4147,0,1848
-43.69,184.69,12269.99,4148,0,1849
-43.72,184.5,12275.07,4149,0,1850
-43.77,184.35,12279.76,4150,0,1851
-43.79,184.22,12284.29,4151,0,1852
-43.8,184.09,12289.25,4152,0,1853
-43.8,183.92,12294.68,4153,0,1854
-43.81,183.76,12299.68,4154,0,1855
-43.81,183.61,12304.76,4155,0,1856
-43.83,183.47,12309.33,4156,0,1857
-43.86,183.33,12313.77,4157,0,1858
-43.87,183.19,12318.57,4158,0,1859
-43.88,183.06,12323.13,4159,0,1860
-43.88,182.91,12328.12,4160,0,1861
-43.88,182.76,12332.99,4161,0,1862
-43.87,182.61,12337.78,4162,0,1863
-43.92,182.47,12343.15,4163,0,1864
-43.93,182.3,12349.7,4164,0,1865
-43.93,182.08,12356,4165,0,1866
-43.94,181.92,12361.53,4166,0,1867
-43.95,181.75,12367.09,4167,0,1868
-43.95,181.58,12372.56,4168,0,1869
-43.96,181.43,12377.72,4169,0,1870
-44.03,181.27,12383.6,4170,0,1871
-44.06,181.09,12389.18,4171,0,1872
-44.07,180.93,12394.2,4172,0,1873
-44.08,180.78,12399.5,4173,0,1874
-44.11,180.63,12404.7,4174,0,1875
-44.18,180.47,12410.61,4175,0,1876
-44.2,180.27,12417.05,4176,0,1877
-44.21,180.09,12422.54,4177,0,1878
-44.24,179.94,12428,4178,0,1879
-44.28,179.78,12433.36,4179,0,1880
-44.29,179.62,12438.44,4180,0,1881
-44.3,179.47,12443.25,4181,0,1882
-44.36,179.32,12448.99,4182,0,1883
-44.41,179.16,12454.33,4183,0,1884
-44.44,179,12459.3,4184,0,1885
-44.47,178.86,12464.36,4185,0,1886
-44.53,178.71,12470.09,4186,0,1887
-44.57,178.51,12476.99,4187,0,1888
-44.58,178.3,12485.28,4188,0,1889
-44.59,178.06,12493.73,4189,0,1890
-44.6,177.8,12502.64,4190,0,1891
-44.51,177.52,12510.59,4191,0,1892
-44.57,177.33,12517.69,4192,0,1893
-44.62,177.11,12525.57,4193,0,1894
-44.63,176.88,12531.98,4194,0,1895
-44.63,176.71,12537.62,4195,0,1896
-44.65,176.56,12543.59,4196,0,1897
-44.7,176.35,12551.14,4197,0,1898
-44.73,176.14,12558.99,4198,0,1899
-44.72,175.9,12567.58,4199,0,1900
-44.71,175.64,12575.6,4200,0,1901
-44.71,175.42,12583.82,4201,0,1902
-44.75,175.18,12591.68,4202,0,1903
-44.82,174.94,12599.73,4203,0,1904
-44.85,174.71,12608.66,4204,0,1905
-44.85,174.45,12617.01,4205,0,1906
-44.93,174.22,12626.55,4206,0,1907
-44.98,173.91,12636.85,4207,0,1908
-45.01,173.62,12646.78,4208,0,1909
-45.02,173.33,12656.88,4209,0,1910
-45.01,173.05,12666.29,4210,0,1911
-45.01,172.78,12675.23,4211,0,1912
-45.02,172.53,12683.97,4212,0,1913
-45.03,172.28,12693.3,4213,0,1914
-45.03,172.01,12702.06,4214,0,1915
-45.01,171.76,12711.38,4215,0,1916
-45.01,171.49,12723.83,4216,0,1917
-44.95,171.08,12734.76,4217,0,1918
-44.88,170.83,12742.51,4218,0,1919
-44.84,170.64,12748.69,4219,0,1920
-44.83,170.47,12754.85,4220,0,1921
-44.83,170.3,12760.58,4221,0,1922
-44.81,170.15,12766.21,4222,0,1923
-44.81,169.97,12772.6,4223,0,1924
-44.8,169.79,12777.93,4224,0,1925
-44.83,169.66,12782.39,4225,0,1926
-44.86,169.54,12786.31,4226,0,1927
-44.86,169.43,12790.52,4227,0,1928
-44.87,169.31,12795.62,4228,0,1929
-44.86,169.15,12800.86,4229,0,1930
-44.86,169.01,12806.08,4230,0,1931
-44.86,168.86,12811.58,4231,0,1932
-44.86,168.7,12817.75,4232,0,1933
-44.86,168.52,12825.13,4233,0,1934
-44.87,168.29,12833.21,4234,0,1935
-44.87,168.06,12841.65,4235,0,1936
-44.86,167.82,12849.4,4236,0,1937
-44.9,167.62,12856.83,4237,0,1938
-44.91,167.41,12863.75,4238,0,1939
-44.9,167.22,12870.8,4239,0,1940
-44.86,167.02,12876.57,4240,0,1941
-44.87,166.9,12881.96,4241,0,1942
-44.9,166.72,12887.44,4242,0,1943
-44.93,166.59,12892.1,4243,0,1944
-44.93,166.45,12896.59,4244,0,1945
-44.92,166.34,12901.11,4245,0,1946
-44.91,166.21,12905.85,4246,0,1947
-44.9,166.07,12910.55,4247,0,1948
-44.89,165.94,12915.86,4248,0,1949
-44.89,165.79,12920.57,4249,0,1950
-44.88,165.68,12925.19,4250,0,1951
-44.88,165.54,12930.07,4251,0,1952
-44.87,165.4,12935.25,4252,0,1953
-44.86,165.26,12939.73,4253,0,1954
-44.89,165.14,12944.79,4254,0,1955
-44.91,164.98,12950.62,4255,0,1956
-44.91,164.83,12956.45,4256,0,1957
-44.91,164.66,12962.27,4257,0,1958
-44.91,164.5,12967.89,4258,0,1959
-44.91,164.35,12973.79,4259,0,1960
-44.91,164.19,12979.47,4260,0,1961
-44.91,164.02,12986.01,4261,0,1962
-44.91,163.85,12992.16,4262,0,1963
-44.94,163.67,12998.79,4263,0,1964
-44.96,163.49,13004.65,4264,0,1965
-44.96,163.33,13010.19,4265,0,1966
-44.98,163.2,13015.23,4266,0,1967
-44.98,163.05,13020.94,4267,0,1968
-44.99,162.89,13026.18,4268,0,1969
-44.99,162.76,13030.99,4269,0,1970
-45,162.63,13035.53,4270,0,1971
-45.02,162.51,13040.13,4271,0,1972
-45.05,162.39,13044.96,4272,0,1973
-45.07,162.25,13050.66,4273,0,1974
-45.09,162.08,13057.15,4274,0,1975
-45.1,161.9,13063.65,4275,0,1976
-45.1,161.72,13069.97,4276,0,1977
-45.12,161.56,13075.41,4277,0,1978
-45.18,161.42,13080.52,4278,0,1979
-45.22,161.27,13085.82,4279,0,1980
-45.26,161.13,13091.21,4280,0,1981
-45.31,160.99,13096.7,4281,0,1982
-45.36,160.83,13103.82,4282,0,1983
-45.38,160.61,13110.95,4283,0,1984
